Commodities,Countries,Country Subcode,Rate Provision,District,Time,Customs Value (Gen) ($US) (Default Member),Customs Value (Cons) ($US),Quantity 1 (Gen),Quantity 1 (Cons),Quantity 2 (Gen),Quantity 2 (Cons),Card Count
"2604 Nickel Ores And Concentrates","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2016","21476","21476","","","","","5"
"2846 Rare-earth Metal Compounds Of Yttrium Or Scandium","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2016","100957025","76481708","","","","","1536"
"8110 Antimony And Artcls Throf Incl Waste And Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2011","50134804","49859549","","","","","190"
"2846 Rare-earth Metal Compounds Of Yttrium Or Scandium","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2012","327299149","309108835","","","","","3062"
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2018","241057151","239291656","","","","","1401"
"2603 Copper Ores And Concentrates","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2017","95273559","25721559","","","","","1195"
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2011","187132463","187131301","","","","","1584"
"2606 Aluminum Ores And Concentrates","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2012","24372225","24372225","","","","","66"
"7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2017","685914837","684759851","","","","","21586"
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2015","41454412","40510544","","","","","424"
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2011","280484554","279856342","","","","","1515"
"2604 Nickel Ores And Concentrates","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2013","6088","6088","","","","","2"
"2614 Titanium Ores And Concentrates","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2011","176394037","176394037","","","","","145"
"2846 Rare-earth Metal Compounds Of Yttrium Or Scandium","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2013","178363055","164782768","","","","","1879"
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2017","1143119029","1143119029","","","","","801"
"2609 Tin Ores And Concentrates","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2011","51510","51510","","","","","2"
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2016","443142451","445154892","","","","","7274"
"8110 Antimony And Artcls Throf Incl Waste And Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2016","37477065","37477065","","","","","270"
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2019","2148855447","2148855447","","","","","1174"
"2846 Rare-earth Metal Compounds Of Yttrium Or Scandium","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2017","104665254","95042652","","","","","1541"
"2606 Aluminum Ores And Concentrates","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2017","36846781","36846781","","","","","145"
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2017","226123066","225710417","","","","","1762"
"3801 Artificial Graphite; Collodial Graphite & Prep Etc","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2012","153627567","153627567","","","","","3658"
"2801 Fluorine, Chlorine, Bromine & Iodine","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2018","145029397","145029397","","","","","2424"
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2015","1035408994","1035408994","","","","","825"
"2603 Copper Ores And Concentrates","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2014","88247236","515236","","","","","1361"
"3910 Silicones, In Primary Forms","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2011","226900409","226987166","","","","","7359"
"2602 Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2012","7058472","7058472","","","","","9"
"8110 Antimony And Artcls Throf Incl Waste And Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2015","29208778","29208778","","","","","193"
"7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2015","890149932","890240488","","","","","21055"
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2017","36147203","35652222","","","","","455"
"2801 Fluorine, Chlorine, Bromine & Iodine","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2015","186989640","186984840","","","","","2508"
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2016","24293998","24011642","","","","","368"
"2604 Nickel Ores And Concentrates","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2017","48482","48482","","","","","8"
"8110 Antimony And Artcls Throf Incl Waste And Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2019","27672373","27672373","","","","","226"
"2820 Manganese Oxides","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2012","22645909","22645909","","","","","243"
"2801 Fluorine, Chlorine, Bromine & Iodine","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2019","156112624","156112624","","","","","2708"
"2846 Rare-earth Metal Compounds Of Yttrium Or Scandium","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2020","79303919","79303919","","","","","882"
"3910 Silicones, In Primary Forms","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2014","221458805","229658848","","","","","7639"
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2012","174938982","174938982","","","","","1726"
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2013","148508084","148505785","","","","","1548"
"2801 Fluorine, Chlorine, Bromine & Iodine","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2016","128420278","128420278","","","","","2585"
"2605 Cobalt Ores And Concentrates","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2020","58500","58500","","","","","1"
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2020","34496585","36092313","","","","","425"
"8110 Antimony And Artcls Throf Incl Waste And Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2017","39150023","38480933","","","","","236"
"8110 Antimony And Artcls Throf Incl Waste And Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2014","38682631","38682631","","","","","234"
"8110 Antimony And Artcls Throf Incl Waste And Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2018","33708487","33708487","","","","","210"
"2846 Rare-earth Metal Compounds Of Yttrium Or Scandium","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2018","123345503","115550695","","","","","1315"
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2011","459019058","526674496","","","","","3715"
"2602 Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2011","35575561","35575561","","","","","9"
"3801 Artificial Graphite; Collodial Graphite & Prep Etc","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2013","118859456","118859456","","","","","4593"
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2017","199443547","199017981","","","","","1355"
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2013","67760322","67700954","","","","","523"
"2605 Cobalt Ores And Concentrates","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2018","509275","509275","","","","","3"
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2014","56307470","54898620","","","","","559"
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2013","884904745","884904745","","","","","945"
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2019","679397194","678075646","","","","","10089"
"2801 Fluorine, Chlorine, Bromine & Iodine","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2013","310499941","310499941","","","","","4658"
"2602 Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2015","10483241","10483241","","","","","13"
"2606 Aluminum Ores And Concentrates","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2013","40538145","40538145","","","","","113"
"7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2019","645370771","642302311","","","","","22812"
"2820 Manganese Oxides","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2011","22420154","22420154","","","","","258"
"2820 Manganese Oxides","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2016","19271156","19271156","","","","","289"
"2801 Fluorine, Chlorine, Bromine & Iodine","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2017","110629563","110629563","","","","","2412"
"2614 Titanium Ores And Concentrates","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2020","51472130","51472130","","","","","27"
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2014","258612353","255078182","","","","","1651"
